uid,domain,rubric_source,n_items,n_subparts,subpart_kind,is_mcq,question_words,reference_words,items_per_subpart,weight_mass,weight_mass_per_criterion,paper_weight_mass,paper_weight_mass_per_criterion,n_subparts_scored,n_orphan_subparts,orphan_subpart_rate,mean_best_subpart_overlap,error,_family,n_criteria,n_question_anchors,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored,checks,compliance_rate,fully_compliant_rubric,item_count_ok,polarity_single_rate,negative_weight_rate,weight_order_violation_rate,weight_order_violation_pair_rate,pitfall_mirror_rate,n_pitfall_mirrors,max_pitfall_mirror_similarity,pitfall_fraction,weight_band_rate,unclassified_polarity_rate,check_item_count_7_20_rate,check_title_2_to_4_words_rate,check_description_single_sentence_rate,check_category_legal_rate,check_weight_in_range_rate,check_weight_matches_band_rate,check_pitfall_opener_rate,check_rar_keys_only_rate,check_no_verbatim_copy_rate,check_self_contained_rate,n_weight_order_pairs,pitfall_mirror_pairs
med-75b39d0ce8c6,rar_medicine,baseline,,,,,27.0,65.0,,,,,,,,,,,grounding,7.0,22.0,0.14285714285714285,1.0,0.8571428571428572,0.05263157894736842,0.0625,3.857142857142857,0.14285714285714285,0.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.05263157894736842,0.0625,0.18911564625850338,0.14285714285714285,0.2857142857142857,0.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic,,,,,27.0,65.0,,,,,,,,,,,grounding,11.0,22.0,0.09090909090909091,1.0,0.9090909090909091,0.05714285714285714,0.11842105263157894,3.1818181818181817,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18409090909090908,0.0,0.45454545454545453,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic-goldonly,,,,,27.0,65.0,,,,,,,,,,,grounding,11.0,22.0,0.0,1.0,1.0,0.0,0.0,3.6363636363636362,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13837072018890198,0.18181818181818182,0.18181818181818182,0.006993006993006993,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic-negonly,,,,,27.0,65.0,,,,,,,,,,,grounding,11.0,22.0,0.0,1.0,1.0,0.0,0.0,3.6363636363636362,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11412829594647776,0.09090909090909091,0.18181818181818182,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,shipped,,,,,42.0,131.0,,,,,,,,,,,grounding,12.0,39.0,0.08333333333333333,1.0,0.9166666666666666,0.027777777777777776,0.03529411764705882,2.75,0.25,0.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.1388888888888889,0.15294117647058825,0.0863095238095238,0.0,0.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,baseline,,,,,42.0,131.0,,,,,,,,,,,grounding,8.0,39.0,0.125,1.0,0.875,0.034482758620689655,0.045454545454545456,3.375,0.25,0.0,0.0,6.0,0.125,0.125,0.125,0.125,0.125,0.034482758620689655,0.045454545454545456,0.15795454545454546,0.0,0.25,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic,,,,,42.0,131.0,,,,,,,,,,,grounding,15.0,39.0,0.0,1.0,1.0,0.0,0.0,3.6666666666666665,0.06666666666666667,0.0,0.0,2.0,0.13333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.0,0.22033898305084745,0.26515151515151514,0.22772486772486772,0.13333333333333333,0.26666666666666666,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic-goldonly,,,,,42.0,131.0,,,,,,,,,,,grounding,15.0,39.0,0.0,1.0,1.0,0.0,0.0,3.8666666666666667,0.0,0.0,0.0,2.0,0.13333333333333333,0.0,0.2,0.2,0.0,0.18518518518518517,0.20634920634920637,0.17931216931216928,0.06666666666666667,0.3333333333333333,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic-negonly,,,,,42.0,131.0,,,,,,,,,,,grounding,15.0,39.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.12727272727272726,0.14728682170542634,0.22785714285714284,0.13333333333333333,0.3333333333333333,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,shipped,,,,,52.0,71.0,,,,,,,,,,,grounding,10.0,18.0,0.3,1.0,0.7,0.3333333333333333,0.26666666666666666,1.7,0.5,0.0,0.0,2.0,0.1,0.4,0.1,0.4,0.2,0.5151515151515151,0.44,0.13611111111111113,0.1,0.2,0.05833333333333333,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,baseline,,,,,52.0,71.0,,,,,,,,,,,grounding,8.0,18.0,0.125,1.0,0.875,0.04,0.048387096774193554,1.625,0.625,0.0,0.0,1.0,0.0,0.5,0.125,0.5,0.125,0.48,0.467741935483871,0.11785714285714285,0.125,0.125,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic,,,,,52.0,71.0,,,,,,,,,,,grounding,9.0,18.0,0.0,1.0,1.0,0.0,0.0,2.888888888888889,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0564373897707231,0.0,0.0,0.022222222222222223,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic-goldonly,,,,,52.0,71.0,,,,,,,,,,,grounding,10.0,18.0,0.0,1.0,1.0,0.0,0.0,2.6,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09681318681318682,0.1,0.1,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic-negonly,,,,,52.0,71.0,,,,,,,,,,,grounding,10.0,18.0,0.0,1.0,1.0,0.0,0.0,2.4,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,shipped,,,,,14.0,118.0,,,,,,,,,,,grounding,8.0,30.0,0.25,0.875,0.625,0.125,0.23076923076923078,2.0,0.375,0.0,0.0,3.0,0.125,0.125,0.75,0.75,0.25,0.75,0.8076923076923078,0.2424107142857143,0.25,0.375,0.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,baseline,,,,,14.0,118.0,,,,,,,,,,,grounding,9.0,30.0,0.2222222222222222,1.0,0.7777777777777778,0.16666666666666666,0.14492753623188406,1.2222222222222223,0.6666666666666666,0.0,0.0,2.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,1.0,0.21626984126984128,0.2222222222222222,0.2222222222222222,0.027777777777777776,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic,,,,,14.0,118.0,,,,,,,,,,,grounding,12.0,30.0,0.08333333333333333,0.9166666666666666,0.8333333333333333,0.02857142857142857,0.10227272727272727,2.5,0.25,0.0,0.0,1.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.5714285714285714,0.5795454545454546,0.24609788359788362,0.25,0.4166666666666667,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic-goldonly,,,,,14.0,118.0,,,,,,,,,,,grounding,12.0,30.0,0.08333333333333333,1.0,0.9166666666666666,0.02857142857142857,0.09890109890109891,3.0833333333333335,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.7142857142857143,0.7362637362637363,0.32554713804713803,0.25,0.4166666666666667,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic-negonly,,,,,14.0,118.0,,,,,,,,,,,grounding,11.0,30.0,0.0,1.0,1.0,0.0,0.0,3.272727272727273,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.6363636363636364,0.6363636363636364,0.0,0.6764705882352942,0.6417910447761195,0.3216253443526171,0.18181818181818182,0.45454545454545453,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,shipped,,,,,27.0,65.0,,,,,,,,,,,grounding,10.0,10.0,0.1,1.0,0.9,0.07692307692307693,0.05084745762711865,2.2,0.2,0.0,0.0,1.0,0.0,0.3,0.8,0.8,0.1,0.8076923076923077,0.8305084745762712,0.23035714285714287,0.2,0.2,0.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,baseline,,,,,27.0,65.0,,,,,,,,,,,grounding,9.0,10.0,0.1111111111111111,1.0,0.8888888888888888,0.037037037037037035,0.046153846153846156,2.3333333333333335,0.2222222222222222,0.0,0.0,3.0,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.7407407407407407,0.8,0.15568783068783068,0.1111111111111111,0.3333333333333333,0.044444444444444446,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic,,,,,27.0,65.0,,,,,,,,,,,grounding,7.0,10.0,0.0,1.0,1.0,0.0,0.0,2.4285714285714284,0.14285714285714285,0.0,0.0,1.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.44,0.3888888888888888,0.38061224489795914,0.42857142857142855,0.42857142857142855,0.03571428571428571,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic-goldonly,,,,,27.0,65.0,,,,,,,,,,,grounding,9.0,10.0,0.0,1.0,1.0,0.0,0.0,2.111111111111111,0.2222222222222222,0.0,0.0,1.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.34615384615384615,0.29999999999999993,0.30714285714285716,0.3333333333333333,0.3333333333333333,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic-negonly,,,,,27.0,65.0,,,,,,,,,,,grounding,10.0,10.0,0.0,1.0,1.0,0.0,0.0,1.9,0.3,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2222222222222222,0.2028985507246377,0.16642857142857143,0.1,0.1,0.025,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,shipped,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.3,1.0,0.7,0.1875,0.1733333333333333,2.6,0.4,0.0,0.0,5.0,0.2,0.1,0.2,0.2,0.2,0.09375,0.07999999999999999,0.1680952380952381,0.0,0.4,0.05555555555555556,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,baseline,,,,,53.0,95.0,,,,,,,,,,,grounding,7.0,37.0,0.0,1.0,1.0,0.0,0.0,2.7142857142857144,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.05357142857142857,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.0,0.9,0.9,0.0,0.0,4.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2081349206349207,0.1,0.3,0.02857142857142857,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic-goldonly,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.0,1.0,1.0,0.0,0.0,3.6,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24861111111111106,0.2,0.5,0.025,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic-negonly,,,,,53.0,95.0,,,,,,,,,,,grounding,10.0,37.0,0.0,1.0,1.0,0.0,0.0,3.4,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24416666666666664,0.2,0.4,0.02222222222222222,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,shipped,,,,,12.0,60.0,,,,,,,,,,,grounding,9.0,15.0,0.3333333333333333,1.0,0.6666666666666667,0.16,0.1607142857142857,2.4444444444444446,0.3333333333333333,0.0,0.0,2.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.6,0.6428571428571428,0.14351851851851852,0.1111111111111111,0.2222222222222222,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,baseline,,,,,12.0,60.0,,,,,,,,,,,grounding,6.0,15.0,0.16666666666666666,1.0,0.8333333333333334,0.0625,0.06666666666666667,3.3333333333333335,0.3333333333333333,0.0,0.0,6.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.9375,0.7999999999999999,0.11706349206349205,0.0,0.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic,,,,,12.0,60.0,,,,,,,,,,,grounding,7.0,15.0,0.0,1.0,1.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649659863945578,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic-goldonly,,,,,12.0,60.0,,,,,,,,,,,grounding,7.0,15.0,0.0,1.0,1.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.05263157894736842,0.06521739130434782,0.3103174603174604,0.42857142857142855,0.42857142857142855,0.10119047619047618,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic-negonly,,,,,12.0,60.0,,,,,,,,,,,grounding,6.0,15.0,0.0,1.0,1.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.1111111111111111,0.1627906976744186,0.33568376068376066,0.3333333333333333,0.5,0.1111111111111111,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,shipped,,,,,58.0,74.0,,,,,,,,,,,grounding,9.0,15.0,0.4444444444444444,1.0,0.5555555555555556,0.2962962962962963,0.3728813559322034,0.8888888888888888,0.7777777777777778,0.0,0.0,5.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.05084745762711864,0.06666666666666668,0.0,0.0,0.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,baseline,,,,,58.0,74.0,,,,,,,,,,,grounding,7.0,15.0,0.2857142857142857,1.0,0.7142857142857143,0.2,0.3076923076923077,1.7142857142857142,0.42857142857142855,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.25,0.1923076923076923,0.12193877551020407,0.0,0.2857142857142857,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic,,,,,58.0,74.0,,,,,,,,,,,grounding,11.0,15.0,0.18181818181818182,1.0,0.8181818181818181,0.1111111111111111,0.09374999999999997,1.5454545454545454,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07121212121212121,0.0,0.09090909090909091,0.024793388429752063,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic-goldonly,,,,,58.0,74.0,,,,,,,,,,,grounding,10.0,15.0,0.0,1.0,1.0,0.0,0.0,1.4,0.6,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.1,0.1,0.03333333333333333,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic-negonly,,,,,58.0,74.0,,,,,,,,,,,grounding,10.0,15.0,0.1,1.0,0.9,0.037037037037037035,0.04918032786885246,1.4,0.6,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0738095238095238,0.0,0.0,0.03333333333333333,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,shipped,,,,,56.0,63.0,,,,,,,,,,,grounding,10.0,21.0,0.2,1.0,0.8,0.12903225806451613,0.14285714285714285,2.4,0.3,0.0,0.0,5.0,0.2,0.3,0.1,0.3,0.2,0.22580645161290322,0.24285714285714285,0.17095238095238097,0.1,0.2,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,baseline,,,,,56.0,63.0,,,,,,,,,,,grounding,9.0,21.0,0.1111111111111111,1.0,0.8888888888888888,0.03571428571428571,0.043478260869565216,2.7777777777777777,0.2222222222222222,0.0,0.0,2.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.4642857142857143,0.3913043478260869,0.039316239316239315,0.0,0.0,0.009259259259259259,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,agentic,,,,,56.0,63.0,,,,,,,,,,,grounding,10.0,21.0,0.0,1.0,1.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.2,0.016666666666666666,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,agentic-goldonly,,,,,56.0,63.0,,,,,,,,,,,grounding,10.0,21.0,0.0,1.0,1.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1511111111111111,0.0,0.2,0.04583333333333333,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,agentic-negonly,,,,,56.0,63.0,,,,,,,,,,,grounding,10.0,21.0,0.0,1.0,1.0,0.0,0.0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11857142857142858,0.0,0.2,0.0590909090909091,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,shipped,,,,,26.0,275.0,,,,,,,,,,,grounding,11.0,70.0,0.0,1.0,1.0,0.0,0.0,2.4545454545454546,0.2727272727272727,0.0,0.0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.058823529411764705,0.038461538461538464,0.1717171717171717,0.09090909090909091,0.36363636363636365,0.011363636363636364,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,baseline,,,,,26.0,275.0,,,,,,,,,,,grounding,12.0,70.0,0.08333333333333333,1.0,0.9166666666666666,0.11627906976744186,0.1020408163265306,2.5,0.4166666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3179563492063492,0.3333333333333333,0.5,0.023237179487179488,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,agentic,,,,,26.0,275.0,,,,,,,,,,,grounding,16.0,70.0,0.0,1.0,1.0,0.0,0.0,4.3125,0.1875,0.0,0.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.07272727272727272,0.05384615384615384,0.24962277306027306,0.1875,0.375,0.015178571428571428,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,agentic-goldonly,,,,,26.0,275.0,,,,,,,,,,,grounding,16.0,70.0,0.0,1.0,1.0,0.0,0.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.05084745762711865,0.051470588235294115,0.17103174603174603,0.0625,0.3125,0.010416666666666666,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,agentic-negonly,,,,,26.0,275.0,,,,,,,,,,,grounding,16.0,70.0,0.0,1.0,1.0,0.0,0.0,4.3125,0.1875,0.0,0.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.07272727272727272,0.05384615384615384,0.24962277306027306,0.1875,0.375,0.015178571428571428,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,shipped,,,,,12.0,73.0,,,,,,,,,,,grounding,8.0,21.0,0.125,1.0,0.875,0.08333333333333333,0.06122448979591837,3.75,0.25,0.0,0.0,3.0,0.125,0.125,0.625,0.625,0.125,0.5416666666666666,0.46938775510204084,0.3263888888888889,0.375,0.5,0.011363636363636364,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,baseline,,,,,12.0,73.0,,,,,,,,,,,grounding,8.0,21.0,0.0,1.0,1.0,0.0,0.0,3.0,0.125,0.0,0.0,1.0,0.0,0.125,0.5,0.5,0.0,0.46153846153846156,0.4285714285714285,0.2818452380952381,0.125,0.25,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,agentic,,,,,12.0,73.0,,,,,,,,,,,grounding,13.0,21.0,0.0,1.0,1.0,0.0,0.0,2.8461538461538463,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,0.4444444444444444,0.3838383838383838,0.1768009768009768,0.07692307692307693,0.23076923076923078,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,agentic-goldonly,,,,,12.0,73.0,,,,,,,,,,,grounding,11.0,21.0,0.0,1.0,1.0,0.0,0.0,3.090909090909091,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.3888888888888889,0.3604651162790697,0.33874458874458874,0.36363636363636365,0.5454545454545454,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,agentic-negonly,,,,,12.0,73.0,,,,,,,,,,,grounding,13.0,21.0,0.0,1.0,1.0,0.0,0.0,3.076923076923077,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.0,0.3548387096774194,0.3176470588235293,0.1940781440781441,0.07692307692307693,0.23076923076923078,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,shipped,,,,,39.0,126.0,,,,,,,,,,,grounding,11.0,33.0,0.18181818181818182,0.9090909090909091,0.7272727272727273,0.08571428571428572,0.15789473684210525,2.1818181818181817,0.36363636363636365,0.0,0.0,1.0,0.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.22857142857142856,0.21052631578947367,0.01515151515151515,0.0,0.0,0.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,baseline,,,,,39.0,126.0,,,,,,,,,,,grounding,8.0,33.0,0.0,1.0,1.0,0.0,0.0,2.75,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666666,0.0,0.25,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,agentic,,,,,39.0,126.0,,,,,,,,,,,grounding,11.0,33.0,0.09090909090909091,1.0,0.9090909090909091,0.1111111111111111,0.10416666666666667,3.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04772727272727273,0.0,0.09090909090909091,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,agentic-goldonly,,,,,39.0,126.0,,,,,,,,,,,grounding,11.0,33.0,0.0,1.0,1.0,0.0,0.0,3.272727272727273,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09917355371900825,0.09090909090909091,0.09090909090909091,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,agentic-negonly,,,,,39.0,126.0,,,,,,,,,,,grounding,11.0,33.0,0.09090909090909091,1.0,0.9090909090909091,0.09090909090909091,0.11627906976744184,3.4545454545454546,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707070707070707,0.09090909090909091,0.09090909090909091,0.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,shipped,,,,,54.0,108.0,,,,,,,,,,,grounding,11.0,35.0,0.2727272727272727,1.0,0.7272727272727273,0.16129032258064516,0.12676056338028166,1.8181818181818181,0.45454545454545453,0.0,0.0,2.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.16129032258064516,0.2112676056338028,0.03896103896103896,0.0,0.0,0.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,baseline,,,,,54.0,108.0,,,,,,,,,,,grounding,8.0,35.0,0.125,1.0,0.875,0.038461538461538464,0.048387096774193554,3.625,0.125,0.0,0.0,3.0,0.125,0.125,0.125,0.125,0.125,0.038461538461538464,0.048387096774193554,0.13257575757575757,0.125,0.25,0.015625,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,agentic,,,,,54.0,108.0,,,,,,,,,,,grounding,14.0,35.0,0.07142857142857142,1.0,0.9285714285714286,0.023809523809523808,0.028846153846153844,3.2857142857142856,0.2857142857142857,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0673076923076923,0.28174603174603174,0.2857142857142857,0.35714285714285715,0.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
